@relation 'Sax dominant'

@attribute o1atMbed numeric
@attribute o1atLbed numeric
@attribute o1atMcec numeric
@attribute o1atLcec numeric
@attribute o1atMaaa numeric
@attribute o1atMbab numeric
@attribute o1atLbab numeric
@attribute o1atMded numeric
@attribute o1atLded numeric
@attribute o1atMccc numeric
@attribute o1atLccc numeric
@attribute o1atMbaa numeric
@attribute o1atLbaa numeric
@attribute o1atMaab numeric
@attribute o1atLaab numeric
@attribute o1atMbcc numeric
@attribute o1atLbcc numeric
@attribute o1atMdec numeric
@attribute o1atLdec numeric
@attribute o1atMccb numeric
@attribute o1atLccb numeric
@attribute o1atMcce numeric
@attribute o1atLcce numeric
@attribute o1atMdcd numeric
@attribute o1atLdcd numeric
@attribute o1atMecc numeric
@attribute o1atLecc numeric
@attribute o1atLeee numeric
@attribute o1atMdcc numeric
@attribute o1atLdcc numeric
@attribute o1atMecb numeric
@attribute o1atLecb numeric
@attribute o1atMccd numeric
@attribute o1atLccd numeric
@attribute o1atMdee numeric
@attribute o1atLdee numeric
@attribute o1atMeed numeric
@attribute o1atLeed numeric
@attribute o1atMbba numeric
@attribute o1atLbba numeric
@attribute o1atMabb numeric
@attribute o1atLabb numeric
@attribute o1atMaba numeric
@attribute o1atLaba numeric
@attribute o1atMddc numeric
@attribute o1atLddc numeric
@attribute o1atMcbb numeric
@attribute o1atLcbb numeric
@attribute o1atMbbc numeric
@attribute o1atLbbc numeric
@attribute o1atMcdd numeric
@attribute o1atLcdd numeric
@attribute o1atMabd numeric
@attribute o1atLabd numeric
@attribute o1atMbbb numeric
@attribute o1atLbbb numeric
@attribute o1atMcdc numeric
@attribute o1atLcdc numeric
@attribute o1atMcba numeric
@attribute o1atLcba numeric
@attribute o1atMbdd numeric
@attribute o1atLbdd numeric
@attribute o1atMedd numeric
@attribute o1atLedd numeric
@attribute o1atMdde numeric
@attribute o1atLdde numeric
@attribute o1atMcde numeric
@attribute o1atLcde numeric
@attribute o1atMddd numeric
@attribute o1atLddd numeric
@attribute o1atMedc numeric
@attribute o1atLedc numeric
@attribute o1atMacc numeric
@attribute o1atLacc numeric
@attribute o1atMbcd numeric
@attribute o1atLbcd numeric
@attribute o1atMbee numeric
@attribute o1atLbee numeric
@attribute o1atMede numeric
@attribute o1atLede numeric
@attribute o1atMeec numeric
@attribute o1atLeec numeric
@attribute o1atMabc numeric
@attribute o1atLabc numeric
@attribute o1atMcbc numeric
@attribute o1atLcbc numeric
@attribute o1atMeea numeric
@attribute o1atLeea numeric
@attribute o1atMbcb numeric
@attribute o1atLbcb numeric
@attribute o1atMdeb numeric
@attribute o1atLdeb numeric
@attribute o1atMcee numeric
@attribute o1atLcee numeric
@attribute o1atMdcb numeric
@attribute o1atLdcb numeric
@attribute o1atMaac numeric
@attribute o1atLaac numeric
@attribute o1atMacd numeric
@attribute o1atLacd numeric
@attribute o1atMeaa numeric
@attribute o1atLeaa numeric
@attribute o1atMdce numeric
@attribute o1atLdce numeric
@attribute o1atMecd numeric
@attribute o1atLecd numeric
@attribute o1atMcdb numeric
@attribute o1atLcdb numeric
@attribute o1atMbdc numeric
@attribute o1atLbdc numeric
@attribute o1atMdbc numeric
@attribute o1atLdbc numeric
@attribute o1atMbbd numeric
@attribute o1atLbbd numeric
@attribute o1atMeba numeric
@attribute o1atLeba numeric
@attribute o1atMbde numeric
@attribute o1atLbde numeric
@attribute o1atMddb numeric
@attribute o1atLddb numeric
@attribute o1atMeeb numeric
@attribute o1atLeeb numeric
@attribute o1atMece numeric
@attribute o1atLece numeric
@attribute o1atMbdb numeric
@attribute o1atLbdb numeric
@attribute o1atMdba numeric
@attribute o1atLdba numeric
@attribute o1atMebb numeric
@attribute o1atLebb numeric
@attribute o1atMbbe numeric
@attribute o1atLbbe numeric
@attribute o1atMbca numeric
@attribute o1atLbca numeric
@attribute o1atMeca numeric
@attribute o1atLeca numeric
@attribute o1atMbce numeric
@attribute o1atLbce numeric
@attribute o1atMcab numeric
@attribute o1atLcab numeric
@attribute o1atMcbd numeric
@attribute o1atLcbd numeric
@attribute o1atMdbb numeric
@attribute o1atLdbb numeric
@attribute o1atMcca numeric
@attribute o1atLcca numeric
@attribute o1atMcaa numeric
@attribute o1atLcaa numeric
@attribute o1atMadc numeric
@attribute o1atLadc numeric
@attribute o1atMacb numeric
@attribute o1atLacb numeric
@attribute o1atMcbe numeric
@attribute o1atLcbe numeric
@attribute o1atMced numeric
@attribute o1atLced numeric
@attribute o1atMdaa numeric
@attribute o1atLdaa numeric
@attribute o1atMada numeric
@attribute o1atLada numeric
@attribute o1atMdca numeric
@attribute o1atLdca numeric
@attribute o1atMabe numeric
@attribute o1atLabe numeric
@attribute o1atMaad numeric
@attribute o1atLaad numeric
@attribute o1atMbae numeric
@attribute o1atLbae numeric
@attribute o1atMadd numeric
@attribute o1atLadd numeric
@attribute o1atMedb numeric
@attribute o1atLedb numeric
@attribute o1atMaca numeric
@attribute o1atLaca numeric
@attribute o1atMadb numeric
@attribute o1atLadb numeric
@attribute o1atMdbe numeric
@attribute o1atLdbe numeric
@attribute o1atMbac numeric
@attribute o1atLbac numeric
@attribute o1atMaae numeric
@attribute o1atLaae numeric
@attribute o1atMaec numeric
@attribute o1atLaec numeric
@attribute o1atMaee numeric
@attribute o1atLaee numeric
@attribute o1atMebc numeric
@attribute o1atLebc numeric
@attribute destClass ,1}

@data
36,20,43,20,23,26,66,67,20,41,57,24,67,25,69,36,58,46,20,34,57,44,21,46,44,43,20,14,43,47,34,20,43,48,74,16,73,16,25,66,27,67,24,68,46,44,33,58,34,60,46,44,27,48,32,66,43,47,25,58,36,44,69,20,70,20,47,20,65,43,46,20,27,58,36,48,36,16,74,14,46,16,27,60,35,57,25,16,33,59,34,20,47,16,34,47,25,60,27,48,24,20,47,20,46,20,34,47,36,47,35,47,34,48,25,20,36,20,34,44,34,16,47,14,33,47,25,47,33,20,34,21,25,59,25,20,36,21,26,58,35,48,33,47,25,57,24,58,27,47,27,59,35,21,46,20,24,47,24,47,25,47,27,21,25,48,26,21,27,44,34,20,24,59,27,47,35,20,26,60,25,21,27,20,27,16,35,20,0.0
42,27,59,27,16,19,71,64,27,59,46,17,74,17,75,41,48,60,27,41,48,61,27,61,30,60,27,25,60,32,41,27,60,31,67,26,66,26,19,72,19,73,16,75,60,31,37,52,38,52,61,31,20,33,35,70,59,32,19,52,42,31,65,26,66,27,62,27,64,30,61,27,20,48,42,32,42,26,67,25,61,26,20,53,41,48,19,26,37,52,41,27,62,26,41,32,17,53,20,32,17,27,62,27,61,26,41,32,41,32,41,32,38,33,19,27,42,27,41,31,41,26,62,25,37,32,19,32,37,27,38,28,19,52,19,27,42,27,19,52,41,32,37,32,19,48,17,52,20,32,19,52,42,28,61,27,17,32,16,32,19,32,20,28,17,33,19,28,20,31,41,27,16,52,19,32,42,27,19,52,17,28,20,27,20,26,41,27,0.0
39,34,50,34,28,30,62,56,34,50,52,29,63,29,64,39,53,52,34,39,53,52,34,52,39,51,34,30,51,41,39,34,51,41,60,32,59,32,30,62,31,63,29,64,52,40,38,54,38,55,52,40,31,42,37,62,50,41,30,54,39,40,57,34,58,34,53,34,56,39,52,34,31,53,39,41,40,32,60,31,52,32,31,55,39,52,30,32,37,54,39,34,53,32,39,41,29,55,31,41,29,34,53,34,52,34,39,41,39,41,39,41,38,42,30,34,40,34,39,40,39,32,53,31,37,41,30,41,38,34,39,35,30,54,30,34,40,34,30,54,39,41,38,41,30,53,29,54,31,41,31,54,40,34,52,34,29,41,29,41,30,41,31,35,29,42,30,35,31,40,39,34,29,54,31,41,40,34,30,55,29,35,31,34,31,32,39,34,0.0
34,3,50,3,1,6,83,89,3,46,48,3,87,3,88,32,52,65,3,30,52,54,4,65,13,54,3,1,54,25,33,3,54,27,91,2,90,2,5,84,6,85,2,88,65,17,25,59,25,60,66,17,6,29,20,82,50,28,6,60,34,17,89,3,90,4,66,4,89,10,65,3,6,53,33,28,34,2,91,2,65,2,6,61,33,51,6,2,24,60,33,3,66,2,33,28,3,61,6,29,3,3,65,4,65,3,30,28,32,28,33,25,25,28,6,3,34,4,33,17,33,2,65,2,24,28,6,28,25,3,25,4,5,60,6,3,33,4,6,59,33,27,25,28,6,52,3,60,6,29,6,61,33,4,66,3,3,28,2,29,6,28,6,4,3,29,6,4,7,18,33,3,2,61,6,29,33,4,6,60,3,4,6,3,7,2,33,3,0.0
39,18,45,18,8,20,67,71,18,44,54,12,73,13,75,39,55,48,18,37,54,47,19,50,39,46,18,14,46,43,37,18,47,45,76,16,75,16,18,66,21,67,13,74,48,40,36,54,37,57,51,41,21,45,35,64,45,44,19,55,39,41,73,17,74,19,51,19,71,38,49,18,21,55,39,45,39,16,76,14,49,16,21,57,38,54,19,16,36,56,37,18,51,16,37,43,13,57,21,45,12,18,50,19,50,17,37,44,39,44,38,43,37,45,19,18,39,19,37,40,37,16,50,14,36,44,19,43,36,18,37,19,18,56,19,18,39,19,20,54,38,45,36,43,19,54,12,55,21,44,21,56,38,19,51,18,12,43,13,44,19,43,21,19,13,45,20,19,21,41,37,18,13,56,21,44,38,19,20,57,13,19,21,18,21,16,38,18,0.0
35,19,39,19,22,28,61,69,19,37,59,25,65,25,66,35,60,43,19,33,59,39,20,43,46,38,19,12,38,50,33,19,39,51,75,15,74,15,28,62,28,63,24,66,43,45,33,59,34,60,44,45,29,51,33,61,39,50,28,59,35,45,70,19,71,19,44,19,68,42,43,19,29,60,35,51,35,15,75,14,43,15,29,61,34,59,28,15,33,60,33,19,44,15,33,50,25,61,29,51,25,19,44,20,43,19,33,50,35,50,34,50,34,51,28,19,35,19,33,45,33,15,44,14,33,50,28,50,33,19,34,20,28,60,28,19,35,20,28,59,34,51,33,50,28,59,25,59,29,50,28,60,34,20,44,19,25,50,24,50,28,50,29,20,25,51,28,20,29,45,33,19,24,60,28,50,34,20,28,60,25,20,29,19,29,15,34,19,1.0
42,15,50,15,2,14,66,71,14,50,45,5,77,6,78,42,48,52,14,40,46,52,16,52,38,51,15,7,51,40,40,15,51,42,79,9,78,10,12,67,15,68,5,78,52,39,35,48,36,52,52,40,17,42,30,60,50,41,14,50,42,40,73,15,74,14,53,15,69,38,52,15,17,48,42,42,42,10,79,8,52,10,17,54,41,45,16,10,33,51,40,14,54,10,40,40,6,54,17,42,6,15,53,14,52,15,40,41,42,41,41,40,36,42,14,15,42,15,40,39,40,10,53,8,33,41,14,40,35,15,36,16,13,53,16,15,42,16,16,49,41,42,35,40,16,47,6,52,17,41,15,51,41,16,52,15,6,40,5,41,16,40,17,16,6,42,14,16,17,40,40,15,5,53,15,41,41,14,14,52,6,16,17,15,17,10,41,15,0.0
38,16,50,17,16,25,62,70,15,48,52,19,68,19,69,37,54,54,16,37,54,53,18,55,29,52,17,11,51,36,37,17,51,36,77,13,76,12,24,62,25,63,19,69,54,31,35,55,35,56,54,31,25,37,34,59,50,36,25,56,38,31,72,14,73,15,57,16,68,28,56,16,25,55,38,36,38,13,77,11,57,13,25,57,37,53,25,13,34,56,37,16,58,13,37,36,19,57,26,37,19,17,57,15,56,14,37,36,37,36,37,36,35,36,25,17,38,16,37,31,37,13,58,11,34,36,25,36,35,17,35,18,24,56,25,17,38,18,25,55,37,36,35,36,25,54,19,56,25,36,25,57,37,18,55,16,19,36,19,36,25,36,25,18,19,37,25,18,26,31,37,16,19,57,25,36,37,15,25,56,19,18,25,17,26,13,37,17,0.0
45,28,46,28,20,29,59,61,28,46,48,23,64,23,65,45,49,46,28,43,48,47,29,47,46,46,28,24,46,46,43,28,47,48,66,26,65,26,29,58,29,59,24,65,46,46,42,49,43,50,48,47,30,48,41,56,46,47,29,49,45,47,63,28,64,29,48,29,61,46,46,28,30,49,45,48,45,26,66,24,46,26,30,51,44,48,29,26,42,50,43,28,48,26,43,46,23,51,30,48,23,28,47,29,47,28,43,47,45,47,44,46,43,48,29,28,45,29,43,46,43,26,47,24,42,47,29,46,42,28,43,29,29,50,29,28,45,29,29,49,44,48,42,46,29,48,23,49,30,47,29,50,44,29,48,28,23,46,24,47,29,46,30,29,23,48,29,29,30,47,43,28,24,50,29,47,44,29,29,50,23,29,30,28,30,26,44,28,0.0
43,27,53,27,17,21,68,63,27,53,42,19,73,19,72,42,45,57,27,43,45,55,27,57,31,55,27,23,55,35,44,27,54,34,67,25,66,25,22,70,21,69,17,72,57,33,39,50,38,49,57,32,21,35,35,67,53,35,22,50,43,33,64,26,65,27,58,27,63,30,58,27,21,45,42,35,44,25,67,24,58,25,21,49,43,43,22,25,37,50,44,27,58,25,44,36,19,50,21,35,19,27,58,27,57,26,43,35,42,36,43,35,38,35,22,27,44,27,44,33,44,25,58,24,37,36,22,36,39,27,39,27,22,50,22,27,43,27,21,50,43,34,39,36,22,45,19,50,21,36,21,50,44,27,57,27,19,36,17,36,22,36,21,27,19,36,22,28,21,33,44,27,17,50,21,36,44,27,21,50,19,28,21,27,21,25,43,27,0.0
34,16,56,16,12,16,74,73,16,55,51,14,78,14,78,34,55,61,16,32,55,58,17,61,27,58,15,10,58,30,34,15,58,33,79,13,77,12,16,76,15,76,12,78,61,29,29,60,29,59,61,30,16,33,26,74,56,33,16,60,34,30,74,15,75,16,62,17,72,27,61,15,16,55,34,33,34,13,78,11,61,12,16,60,34,53,16,12,27,60,34,16,62,13,34,32,14,60,16,33,14,15,61,16,61,15,32,33,34,33,34,30,29,33,16,15,34,17,34,29,34,12,61,11,27,33,16,32,29,15,29,17,16,60,16,15,34,17,16,60,34,33,29,32,16,55,14,60,16,33,15,60,34,17,61,16,14,32,12,33,16,32,16,17,14,33,16,17,16,30,34,15,12,60,15,33,34,16,16,59,14,17,16,16,16,13,34,15,0.0
29,5,45,6,3,4,85,79,4,41,45,3,87,3,89,27,53,56,6,23,52,51,5,57,18,50,5,0,48,27,27,7,49,29,87,1,86,1,4,85,3,86,3,88,55,23,19,61,20,61,58,22,5,34,14,83,45,29,4,62,29,23,81,3,82,5,60,5,76,17,58,5,7,53,28,32,32,2,87,0,60,2,5,62,26,49,5,2,16,61,28,6,61,1,25,30,4,64,7,32,3,7,59,5,59,3,26,31,28,30,29,29,20,34,5,7,31,6,28,23,30,2,61,0,17,33,5,33,20,7,21,8,4,61,5,7,30,7,4,61,27,30,20,32,4,52,3,62,7,30,5,63,28,5,58,4,3,33,3,33,5,30,5,8,4,34,6,8,7,23,30,5,3,63,5,33,31,5,6,62,4,8,7,7,7,2,29,5,0.0
42,25,56,26,12,21,64,64,25,56,42,16,72,16,73,42,46,56,26,41,46,58,26,57,33,57,26,22,56,35,41,26,57,35,68,24,67,23,20,67,21,68,13,73,56,34,35,51,36,52,58,34,22,36,31,63,56,35,21,52,42,34,65,24,66,26,59,26,64,33,57,25,22,46,42,35,42,24,68,23,58,24,22,53,41,44,21,24,33,52,41,26,59,24,41,35,16,53,22,35,16,26,58,26,58,24,41,35,42,35,41,35,36,36,21,26,42,26,41,34,41,24,59,23,33,35,21,35,35,26,36,27,20,52,21,26,42,26,21,51,41,36,35,35,21,46,16,52,22,35,21,52,42,27,58,25,16,35,13,35,21,35,22,27,16,36,21,27,22,34,41,25,13,52,21,35,42,26,21,52,16,27,22,26,22,24,41,26,0.0
44,17,66,17,5,10,79,74,16,66,38,7,84,7,84,44,42,69,16,45,42,68,17,69,20,68,17,14,68,24,45,17,67,23,77,15,76,15,10,81,9,81,5,84,69,22,38,49,38,48,68,22,10,24,33,78,66,24,10,49,44,22,75,16,75,16,69,17,74,20,70,17,10,42,44,24,45,16,77,15,70,15,10,49,45,40,10,15,36,49,45,16,70,16,45,24,7,49,10,24,7,17,70,16,69,16,45,24,44,24,45,24,38,24,10,17,45,17,45,22,45,15,70,15,36,24,10,24,38,17,38,18,10,49,10,17,45,18,10,49,45,23,38,24,10,42,7,49,10,24,9,49,45,17,68,17,7,24,5,24,10,24,10,18,7,24,10,18,10,22,45,17,5,49,9,24,45,16,10,48,7,18,10,17,10,16,45,17,0.0
38,13,41,14,8,14,72,70,12,40,51,11,77,10,78,37,52,43,13,36,51,44,15,42,42,43,14,7,41,46,37,14,41,47,79,9,78,9,14,72,14,73,11,78,42,44,34,52,34,54,42,44,15,47,31,70,40,46,15,54,37,44,73,12,74,12,45,13,68,42,44,13,15,53,37,47,39,10,79,7,46,10,15,56,37,51,16,10,33,54,36,13,47,10,36,46,10,57,15,47,11,15,45,12,44,12,36,46,37,46,37,46,34,47,15,15,38,13,36,44,37,10,47,7,33,46,15,47,34,14,35,15,14,55,16,15,38,15,15,53,37,47,34,46,15,52,11,55,15,47,14,55,38,15,43,13,11,47,11,47,15,47,16,15,10,48,15,15,15,44,37,13,11,56,14,47,38,12,14,54,11,16,16,15,17,10,37,14,0.0
40,18,54,18,14,20,68,72,18,54,45,17,73,17,74,39,48,59,18,39,48,57,18,59,28,57,18,15,57,33,40,18,56,32,76,16,75,16,20,70,20,71,15,74,59,31,35,53,35,53,59,30,20,34,34,68,54,33,20,53,40,30,73,17,74,18,60,18,71,28,60,18,20,49,39,33,41,16,76,15,60,16,20,54,40,49,20,16,36,53,40,18,60,16,40,34,17,54,20,34,17,18,60,18,59,17,39,33,39,33,40,33,35,33,20,18,41,18,40,31,40,16,60,15,36,33,20,34,35,18,35,19,20,53,20,18,40,19,20,53,40,32,35,34,20,48,17,53,20,34,20,54,40,18,59,18,17,34,15,34,20,34,20,19,17,34,20,19,21,31,40,18,15,54,20,34,40,18,20,53,17,19,20,18,21,16,40,18,0.0
37,17,39,17,26,29,63,69,17,39,57,27,64,28,66,37,58,39,17,35,57,40,18,40,53,39,17,10,39,53,35,17,40,55,77,13,76,13,28,63,30,64,27,65,39,53,35,57,36,59,41,54,30,55,35,63,39,54,28,57,37,54,72,17,73,18,41,18,68,53,39,17,30,58,37,55,37,13,77,10,39,13,30,59,36,57,28,13,35,58,35,17,41,13,35,53,28,59,30,55,27,17,40,18,40,17,35,54,37,54,36,53,36,55,28,17,37,18,35,53,35,13,40,10,35,54,28,53,35,17,36,18,28,58,28,17,37,18,29,57,36,55,35,53,28,57,27,57,30,54,30,58,36,18,41,17,27,53,27,54,28,53,30,18,28,55,29,18,30,54,35,17,27,58,30,54,36,18,29,59,28,18,30,17,30,13,36,17,0.0
37,10,36,10,28,30,61,77,10,36,57,29,63,29,64,36,58,36,10,35,57,37,11,37,56,36,9,3,36,56,35,9,37,57,85,6,83,5,30,62,31,63,28,64,36,56,35,57,36,59,38,57,31,58,35,61,36,57,30,57,37,57,79,9,80,11,38,11,75,56,36,9,31,58,37,58,37,6,84,3,36,5,31,59,36,57,30,5,35,58,35,10,38,6,35,56,29,59,31,58,29,9,37,11,37,9,35,57,36,57,36,56,36,58,30,9,37,11,35,56,35,5,37,3,35,57,30,56,35,9,36,11,30,58,30,9,37,11,30,57,36,57,35,56,30,57,29,57,31,57,31,58,36,11,38,10,29,56,28,57,30,56,31,11,29,58,30,11,31,57,35,9,28,58,31,57,36,11,30,59,29,11,31,10,31,6,36,9,0.0
37,25,44,25,22,27,62,60,25,44,54,24,66,25,68,37,56,47,25,35,55,46,26,48,42,45,25,14,45,45,35,25,46,47,69,19,68,19,26,64,28,65,22,67,47,43,33,57,34,59,48,44,28,47,33,62,44,46,26,57,37,44,62,25,63,25,49,26,59,41,47,25,28,56,37,47,37,19,69,17,47,19,28,59,36,56,26,19,34,58,35,25,49,19,35,45,25,59,28,47,24,25,48,25,48,25,35,46,37,46,36,45,34,47,26,25,37,26,35,43,35,19,48,17,34,46,26,45,33,25,34,26,26,58,26,25,37,26,27,57,36,47,33,45,26,55,24,57,28,46,28,58,36,26,48,25,24,45,22,46,26,45,28,26,25,47,27,26,28,44,35,25,22,58,28,46,36,25,27,59,25,26,28,25,28,19,36,25,1.0
45,25,53,25,19,26,61,66,25,52,45,22,67,22,68,43,48,56,25,43,47,54,26,57,33,53,25,23,53,36,43,25,54,36,69,24,68,24,26,63,27,64,20,68,56,33,41,49,42,51,58,34,27,38,40,60,53,37,26,49,45,34,67,25,68,26,58,26,66,31,56,25,27,48,45,38,45,24,69,23,56,24,27,51,44,46,26,24,40,50,43,25,58,24,43,36,22,51,27,38,22,25,57,26,57,25,43,37,43,37,44,36,42,38,26,25,45,26,43,33,43,24,57,23,40,37,26,36,41,25,42,26,26,50,26,25,45,26,26,49,44,36,41,36,26,47,22,49,27,37,27,50,44,26,58,25,22,36,20,37,26,36,27,26,22,38,26,26,27,34,43,25,20,50,27,37,44,26,26,51,22,26,27,25,27,24,44,25,1.0
45,28,50,28,15,20,71,59,28,50,40,17,73,18,75,43,43,53,28,43,43,53,28,54,35,52,28,20,52,37,43,28,52,37,66,24,65,24,19,71,21,72,17,74,53,36,38,49,39,50,54,37,21,40,35,71,50,38,19,49,45,37,61,27,62,28,55,28,59,35,54,28,21,43,45,39,45,24,66,22,54,24,21,50,43,43,19,24,38,49,44,28,55,24,43,38,18,50,21,39,17,28,55,28,54,27,43,39,43,38,44,38,39,40,19,28,45,28,44,37,44,24,55,22,38,39,19,39,38,28,39,29,19,49,19,28,45,28,20,49,43,38,38,39,19,43,17,49,21,38,21,49,44,29,54,28,17,39,17,39,19,38,21,29,18,40,20,29,21,37,44,28,17,49,21,39,45,28,20,50,18,29,21,28,21,24,44,28,0.0
40,20,41,20,31,34,58,67,20,41,53,32,59,33,61,40,54,41,20,38,53,42,21,42,51,41,20,13,41,51,38,20,42,53,74,16,73,16,33,58,35,59,32,60,41,51,37,54,38,56,43,52,35,53,37,58,41,52,33,54,40,52,69,20,70,21,43,21,66,51,41,20,35,54,40,53,40,16,74,14,41,16,35,56,39,54,33,16,38,55,38,20,43,16,38,51,33,56,35,53,32,20,42,21,42,20,38,52,40,52,39,51,38,53,33,20,40,21,38,51,38,16,42,14,38,52,33,51,37,20,38,21,33,55,33,20,40,21,34,54,39,53,37,51,33,53,32,54,35,52,35,55,39,21,43,20,32,51,32,52,33,51,35,21,33,53,34,21,35,52,38,20,32,55,35,52,39,21,34,56,33,21,35,20,35,16,39,20,0.0
43,28,49,28,15,22,66,62,28,49,51,18,71,19,73,43,52,53,28,41,51,52,29,53,36,51,28,25,51,40,41,28,51,41,66,26,65,26,21,68,23,69,16,72,53,38,41,51,42,53,53,38,23,41,41,66,49,40,21,51,43,38,63,28,64,28,54,28,61,36,53,28,23,52,43,41,43,26,66,25,53,26,23,53,42,51,21,26,41,52,41,28,54,26,41,40,19,53,23,41,18,28,54,28,53,28,41,40,43,40,42,40,42,41,21,28,43,28,41,38,41,26,54,25,41,40,21,40,41,28,42,29,21,52,21,28,43,29,22,51,42,41,41,40,21,51,18,51,23,40,23,52,42,29,53,28,18,40,16,40,21,40,23,29,19,41,22,29,23,38,41,28,16,52,23,40,42,28,22,53,19,29,23,28,23,26,42,28,1.0
45,24,45,24,14,24,63,66,24,45,49,16,69,17,71,45,50,45,24,43,49,46,25,46,47,45,24,21,45,47,43,24,46,49,70,22,69,22,23,62,25,63,17,70,45,47,43,49,44,51,47,48,25,49,43,58,45,48,23,49,45,48,67,24,68,25,47,25,65,47,45,24,25,50,45,49,45,22,70,21,45,22,25,51,44,49,23,22,43,50,43,24,47,22,43,47,17,51,25,49,16,24,46,25,46,24,43,48,45,48,44,47,44,49,23,24,45,25,43,47,43,22,46,21,43,48,23,47,43,24,44,25,23,50,23,24,45,25,24,49,44,49,43,47,23,49,16,49,25,48,25,50,44,25,47,24,16,47,17,48,23,47,25,25,17,49,24,25,25,48,43,24,17,50,25,48,44,25,24,51,17,25,25,24,25,22,44,24,0.0
38,25,44,25,25,28,64,66,25,44,56,26,65,27,67,38,57,46,25,36,56,46,26,47,44,45,24,22,45,46,36,24,46,48,70,24,68,23,27,64,29,65,26,66,46,45,36,56,37,58,48,46,29,48,36,64,44,47,27,56,38,46,67,24,68,26,48,26,66,44,46,24,29,57,38,48,38,24,69,22,46,23,29,58,37,56,27,23,36,57,36,25,48,24,36,46,27,58,29,48,26,24,47,26,47,24,36,47,38,47,37,46,37,48,27,24,38,26,36,45,36,23,47,22,36,47,27,46,36,24,37,26,27,57,27,24,38,26,28,56,37,48,36,46,27,56,26,56,29,47,29,57,37,26,48,25,26,46,26,47,27,46,29,26,27,48,28,26,29,46,36,24,26,57,29,47,37,26,28,58,27,26,29,25,29,24,37,24,0.0
43,18,53,18,10,14,76,72,18,52,45,12,79,12,80,42,48,55,18,42,47,55,19,57,33,54,18,14,54,36,42,18,55,37,76,16,75,16,14,77,14,78,11,80,55,34,38,51,38,52,58,35,14,38,34,76,53,37,14,51,43,35,73,17,74,19,58,19,72,33,56,18,15,48,43,38,43,16,76,15,56,16,14,52,42,45,14,16,36,51,42,18,58,16,42,36,12,52,15,38,12,18,57,19,57,17,42,37,42,37,42,36,38,38,14,18,43,19,42,34,42,16,57,15,36,37,14,36,38,18,38,19,14,51,14,18,43,19,14,51,42,37,38,36,14,47,12,51,15,37,15,52,42,19,58,18,12,36,11,37,14,36,14,19,12,38,14,19,15,35,42,18,11,52,15,37,42,19,14,52,12,19,15,18,15,16,42,18,1.0
43,17,49,17,16,22,66,71,17,49,47,19,71,19,72,43,49,51,17,42,49,51,18,52,39,50,17,11,50,41,42,17,51,43,77,14,76,14,22,68,22,69,17,72,51,40,40,51,40,51,53,41,22,43,39,66,49,42,22,51,43,41,73,17,74,18,53,18,71,39,51,17,23,50,43,43,43,14,77,12,51,14,22,52,42,48,22,14,39,51,42,17,53,14,42,41,19,52,23,43,19,17,52,18,52,17,42,42,43,42,42,41,40,43,22,17,43,18,42,40,42,14,52,12,39,42,22,41,40,17,40,18,22,51,22,17,43,18,22,51,42,43,40,41,22,49,19,51,23,42,22,52,42,18,53,17,19,41,17,42,22,41,22,18,19,43,22,18,23,41,42,17,17,52,22,42,42,18,22,51,19,18,23,17,23,14,42,17,0.0
43,26,53,26,16,20,69,62,26,53,49,18,73,18,74,43,51,55,26,41,50,55,27,56,35,54,26,17,54,37,41,26,55,39,68,21,67,21,20,71,21,72,16,74,55,36,40,51,41,53,57,37,21,39,39,69,53,38,20,51,43,37,62,26,63,27,57,27,61,35,55,26,21,51,43,39,43,21,68,21,55,21,21,53,42,49,20,21,39,52,41,26,57,21,41,37,18,53,21,39,18,26,56,27,56,26,41,38,43,38,42,37,41,39,20,26,43,27,41,36,41,21,56,21,39,38,20,37,40,26,41,27,20,52,20,26,43,27,20,51,42,39,40,37,20,50,18,51,21,38,21,52,42,27,57,26,18,37,16,38,20,37,21,27,18,39,20,27,21,37,41,26,16,52,21,38,42,27,20,53,18,27,21,26,21,21,42,26,0.0
36,22,50,22,15,18,73,65,22,49,58,16,75,16,76,36,59,55,22,34,58,52,23,55,33,51,22,13,51,38,34,22,51,39,72,17,71,17,18,73,19,74,16,76,55,34,34,58,35,60,54,34,19,39,34,72,50,38,18,58,36,34,66,22,67,21,56,22,64,31,55,22,19,59,36,39,36,17,72,16,55,17,19,60,35,58,18,17,34,59,34,22,56,17,34,38,16,60,19,39,16,22,56,21,55,22,34,38,36,38,35,38,35,39,18,22,36,22,34,34,34,17,56,16,34,38,18,38,34,22,35,23,18,59,18,22,36,23,18,58,35,39,34,38,18,58,16,58,19,38,19,59,35,23,54,22,16,38,16,38,18,38,19,23,16,39,18,23,19,34,34,22,16,59,19,38,35,21,18,60,16,23,19,22,19,17,35,22,0.0
