@relation 'Sax dominant'

@attribute o1atMff numeric
@attribute o1atLff numeric
@attribute o1atMdd numeric
@attribute o1atLdd numeric
@attribute o1atMbb numeric
@attribute o1atLbb numeric
@attribute o1atMhh numeric
@attribute o1atLhh numeric
@attribute o1atMde numeric
@attribute o1atLde numeric
@attribute o1atMbc numeric
@attribute o1atLbc numeric
@attribute o1atMfg numeric
@attribute o1atLfg numeric
@attribute o1atMhi numeric
@attribute o1atLhi numeric
@attribute o1atMfh numeric
@attribute o1atLfh numeric
@attribute o1atMdh numeric
@attribute o1atLdh numeric
@attribute o1atMfk numeric
@attribute o1atLfk numeric
@attribute o1atMkg numeric
@attribute o1atLkg numeric
@attribute o1atMgc numeric
@attribute o1atLgc numeric
@attribute o1atMif numeric
@attribute o1atLif numeric
@attribute o1atMgf numeric
@attribute o1atLgf numeric
@attribute o1atMed numeric
@attribute o1atLed numeric
@attribute o1atMcb numeric
@attribute o1atLcb numeric
@attribute o1atMee numeric
@attribute o1atLee numeric
@attribute o1atMcc numeric
@attribute o1atLcc numeric
@attribute o1atMgg numeric
@attribute o1atLgg numeric
@attribute o1atMii numeric
@attribute o1atLii numeric
@attribute o1atMcd numeric
@attribute o1atLcd numeric
@attribute o1atMef numeric
@attribute o1atLef numeric
@attribute o1atMij numeric
@attribute o1atLij numeric
@attribute o1atMgh numeric
@attribute o1atLgh numeric
@attribute o1atMce numeric
@attribute o1atLce numeric
@attribute o1atMgi numeric
@attribute o1atLgi numeric
@attribute o1atMad numeric
@attribute o1atLad numeric
@attribute o1atMgk numeric
@attribute o1atLgk numeric
@attribute o1atMcj numeric
@attribute o1atLcj numeric
@attribute o1atMhe numeric
@attribute o1atLhe numeric
@attribute o1atMjh numeric
@attribute o1atLjh numeric
@attribute o1atMhf numeric
@attribute o1atLhf numeric
@attribute o1atMfd numeric
@attribute o1atLfd numeric
@attribute o1atMhg numeric
@attribute o1atLhg numeric
@attribute o1atMdc numeric
@attribute o1atLdc numeric
@attribute o1atMji numeric
@attribute o1atLji numeric
@attribute o1atMfe numeric
@attribute o1atLfe numeric
@attribute o1atMba numeric
@attribute o1atLba numeric
@attribute o1atMjj numeric
@attribute o1atLjj numeric
@attribute o1atMdf numeric
@attribute o1atLdf numeric
@attribute o1atMbf numeric
@attribute o1atLbf numeric
@attribute o1atMih numeric
@attribute o1atLih numeric
@attribute o1atMab numeric
@attribute o1atLab numeric
@attribute o1atMeg numeric
@attribute o1atLeg numeric
@attribute o1atMfc numeric
@attribute o1atLfc numeric
@attribute o1atMjk numeric
@attribute o1atLjk numeric
@attribute o1atMkj numeric
@attribute o1atLkj numeric
@attribute o1atMaa numeric
@attribute o1atLkk numeric
@attribute o1atMik numeric
@attribute o1atLik numeric
@attribute o1atMek numeric
@attribute o1atLek numeric
@attribute o1atMdb numeric
@attribute o1atLdb numeric
@attribute o1atMeb numeric
@attribute o1atLeb numeric
@attribute o1atMec numeric
@attribute o1atLec numeric
@attribute o1atMki numeric
@attribute o1atLki numeric
@attribute o1atMjg numeric
@attribute o1atLjg numeric
@attribute o1atMhj numeric
@attribute o1atLhj numeric
@attribute o1atMia numeric
@attribute o1atLia numeric
@attribute o1atMid numeric
@attribute o1atLid numeric
@attribute o1atMeh numeric
@attribute o1atLeh numeric
@attribute o1atMei numeric
@attribute o1atLei numeric
@attribute o1atMaf numeric
@attribute o1atLaf numeric
@attribute o1atMje numeric
@attribute o1atLje numeric
@attribute o1atMjf numeric
@attribute o1atLjf numeric
@attribute o1atMfj numeric
@attribute o1atLfj numeric
@attribute o1atMge numeric
@attribute o1atLge numeric
@attribute o1atMcf numeric
@attribute o1atLcf numeric
@attribute o1atMch numeric
@attribute o1atLch numeric
@attribute o1atMhk numeric
@attribute o1atLhk numeric
@attribute o1atMac numeric
@attribute o1atLac numeric
@attribute o1atMbd numeric
@attribute o1atLbd numeric
@attribute o1atMdg numeric
@attribute o1atLdg numeric
@attribute o1atMfi numeric
@attribute o1atLfi numeric
@attribute o1atMgd numeric
@attribute o1atLgd numeric
@attribute o1atMgj numeric
@attribute o1atLgj numeric
@attribute o1atMbe numeric
@attribute o1atLbe numeric
@attribute o1atMig numeric
@attribute o1atLig numeric
@attribute o1atMcg numeric
@attribute o1atLcg numeric
@attribute o1atMae numeric
@attribute o1atLae numeric
@attribute o1atMie numeric
@attribute o1atLie numeric
@attribute o1atMej numeric
@attribute o1atLej numeric
@attribute o1atMjd numeric
@attribute o1atLjd numeric
@attribute o1atMdk numeric
@attribute o1atLdk numeric
@attribute o1atMke numeric
@attribute o1atLke numeric
@attribute o1atMci numeric
@attribute o1atLci numeric
@attribute o1atMbh numeric
@attribute o1atLbh numeric
@attribute o1atMag numeric
@attribute o1atLag numeric
@attribute o1atMca numeric
@attribute o1atLca numeric
@attribute o1atMib numeric
@attribute o1atLib numeric
@attribute o1atMai numeric
@attribute o1atLai numeric
@attribute o1atMgb numeric
@attribute o1atLgb numeric
@attribute o1atMkh numeric
@attribute o1atLkh numeric
@attribute o1atMck numeric
@attribute o1atLck numeric
@attribute o1atMah numeric
@attribute o1atLah numeric
@attribute o1atMfb numeric
@attribute o1atLfb numeric
@attribute o1atMbg numeric
@attribute o1atLbg numeric
@attribute o1atMbk numeric
@attribute o1atLbk numeric
@attribute o1atMhc numeric
@attribute o1atLhc numeric
@attribute o1atMhd numeric
@attribute o1atLhd numeric
@attribute o1atMdj numeric
@attribute o1atLdj numeric
@attribute o1atMda numeric
@attribute o1atLda numeric
@attribute o1atMea numeric
@attribute o1atLea numeric
@attribute o1atMbj numeric
@attribute o1atLbj numeric
@attribute o1atMkf numeric
@attribute o1atLkf numeric
@attribute destClass {0.0,1.0}

@data
47,49,39,58,15,92,61,44,40,56,20,76,48,48,63,32,48,45,40,45,48,0,50,0,34,47,47,31,47,47,39,55,19,75,45,55,32,71,50,47,70,29,35,61,46,50,73,22,51,45,35,56,51,32,3,61,51,0,35,23,45,44,63,22,47,44,39,49,50,44,34,60,72,22,45,49,2,92,95,20,40,50,20,50,63,31,3,93,46,48,34,49,95,0,95,0,2,0,73,0,46,0,19,60,19,55,34,55,72,0,50,22,64,23,2,31,39,31,46,45,46,32,3,50,45,22,47,22,48,23,45,47,35,50,35,45,64,0,3,76,20,61,40,48,48,32,39,47,51,23,20,56,50,31,35,48,3,56,45,31,46,23,39,22,40,0,45,0,35,32,20,45,3,48,2,75,19,31,3,32,19,47,63,0,35,0,3,45,19,49,20,48,20,0,34,44,39,44,40,23,2,60,2,55,20,23,47,0,1.0
47,49,42,53,22,94,58,47,43,53,27,67,47,48,62,33,48,48,43,48,48,4,47,3,40,47,47,32,47,47,42,52,27,67,45,52,39,62,47,47,73,28,41,54,46,50,75,19,48,47,41,53,48,33,1,55,48,4,41,20,45,47,62,19,47,47,42,49,47,47,40,54,75,18,45,49,0,94,88,17,43,50,28,50,61,32,0,95,46,48,40,49,92,3,91,3,0,0,76,3,46,4,27,54,27,52,40,52,75,3,47,19,62,20,0,32,42,32,46,48,46,33,1,50,45,19,47,19,48,20,45,47,41,50,41,48,63,4,0,68,28,54,43,48,48,33,42,47,48,20,28,53,47,32,41,48,1,53,45,32,46,20,42,19,43,4,45,3,41,33,28,48,1,48,0,67,27,32,1,33,27,47,62,3,41,4,1,48,27,49,28,48,28,4,40,47,42,47,43,20,0,54,0,52,28,20,47,3,1.0
49,45,39,57,15,87,59,35,40,54,19,76,50,42,61,33,52,38,41,39,53,5,56,5,36,42,52,33,50,41,41,53,18,75,43,51,35,73,53,39,68,31,37,59,46,47,72,22,56,36,37,54,56,33,6,59,57,5,37,23,46,38,61,22,52,38,41,48,55,36,36,58,71,22,45,48,4,89,88,18,41,49,19,49,61,32,5,90,46,42,36,48,90,5,89,4,3,4,73,5,47,5,18,58,18,53,36,53,72,5,56,22,61,22,5,33,41,33,46,38,46,33,6,49,46,22,52,22,52,22,46,42,37,49,37,39,62,5,6,77,19,59,41,43,52,33,41,42,56,22,19,54,56,33,37,43,6,54,46,33,46,22,41,22,42,6,46,5,37,34,19,39,6,43,5,76,18,33,6,34,18,42,61,5,37,6,6,39,18,48,19,43,19,6,36,38,41,38,41,23,5,58,5,53,19,23,52,5,1.0
43,52,31,62,21,88,66,35,33,62,24,72,46,49,68,26,47,38,33,38,47,6,57,5,30,47,46,26,46,47,31,61,22,71,36,61,28,69,55,45,75,24,30,65,40,56,78,16,57,37,31,63,57,27,5,65,58,6,31,17,39,37,68,16,46,37,31,54,57,37,29,63,78,16,38,54,4,90,88,13,33,56,24,56,68,26,5,91,40,49,29,54,90,5,89,5,2,4,79,5,40,6,22,64,22,62,29,61,78,5,57,16,68,16,4,26,32,26,40,38,40,27,5,56,39,16,46,16,47,17,39,47,31,56,31,38,69,5,5,72,24,65,33,49,47,27,32,47,57,17,24,63,57,26,31,49,5,63,39,26,40,17,32,16,33,6,39,5,31,27,24,38,5,49,4,71,23,26,5,27,23,48,68,5,31,6,5,38,22,55,24,49,24,6,30,37,32,37,33,17,4,64,4,62,24,17,46,5,1.0
40,44,20,72,8,92,70,24,28,62,9,83,43,41,76,13,47,32,30,35,50,1,60,1,15,45,49,16,45,39,23,60,9,83,34,56,10,80,50,36,86,8,13,76,38,51,89,2,57,28,16,65,59,14,1,79,61,1,17,5,42,33,78,4,48,32,24,49,58,30,11,76,89,2,36,46,1,93,92,0,30,52,12,53,76,14,1,94,40,46,14,52,94,0,93,0,0,0,91,1,43,2,10,78,11,65,13,64,90,1,60,4,78,3,1,16,29,16,41,35,42,17,2,53,42,4,49,4,49,4,40,40,17,53,17,35,79,1,1,84,11,78,30,46,48,15,28,43,60,3,12,65,60,15,17,46,2,66,42,16,42,5,29,4,30,2,42,1,17,17,12,35,2,46,1,83,11,16,2,17,11,45,78,1,17,2,2,35,11,52,12,46,12,2,16,34,29,33,30,5,1,78,1,65,12,5,49,1,0.0
41,54,37,57,16,92,65,36,39,56,23,71,43,51,67,27,44,42,39,42,44,3,53,2,35,51,43,27,43,51,38,55,21,72,40,55,33,66,48,49,71,25,35,60,40,55,73,21,53,41,36,57,53,28,2,60,54,3,36,22,40,41,67,21,43,41,38,54,53,41,34,58,73,21,40,54,1,93,90,19,39,55,23,55,67,27,0,94,41,52,35,54,93,2,92,2,0,0,74,2,41,3,21,59,22,56,35,55,73,2,53,21,67,21,1,27,38,27,41,42,41,28,2,55,40,21,43,21,44,22,40,51,36,55,36,42,68,2,2,73,23,60,39,52,44,28,38,51,53,22,23,57,53,27,36,52,2,57,40,27,41,22,38,21,39,3,40,2,36,28,23,42,2,52,1,72,22,27,2,28,22,51,67,2,36,3,2,42,22,54,23,52,23,3,35,41,38,41,39,22,1,59,1,56,23,22,43,2,0.0
56,40,28,66,13,85,70,23,30,62,15,79,59,33,72,22,61,26,32,26,61,15,68,14,26,34,60,22,59,32,30,62,15,79,42,60,24,77,65,30,73,20,25,68,47,45,74,20,68,25,25,63,68,23,7,69,69,15,27,21,48,26,72,19,60,25,30,46,66,25,25,68,74,19,46,45,7,87,76,19,30,45,15,46,71,20,7,88,48,33,26,46,81,14,80,14,5,10,75,14,49,15,15,68,15,63,26,63,74,14,68,20,72,20,7,22,31,22,49,26,49,23,7,47,48,20,60,20,61,21,47,33,25,46,27,26,73,14,7,80,15,68,31,33,61,23,31,34,68,21,15,63,67,22,26,34,7,64,48,22,49,21,31,20,32,15,48,14,27,23,16,26,7,35,7,79,15,22,8,23,15,34,72,14,27,15,8,27,15,46,15,34,16,15,26,26,31,26,32,21,7,68,7,63,16,21,60,14,0.0
48,42,36,58,4,92,62,34,40,50,7,87,52,39,64,29,53,38,42,38,53,2,57,1,31,42,52,30,50,40,40,52,7,86,46,48,26,83,54,38,74,28,28,63,46,44,81,13,56,37,30,54,57,31,2,64,58,2,32,14,49,37,64,13,52,37,40,45,57,35,30,62,81,12,47,44,1,93,92,6,40,44,8,46,63,30,2,93,50,41,31,45,94,1,93,1,1,0,82,1,50,2,8,63,8,53,31,53,81,1,57,13,64,13,2,30,41,30,50,38,50,31,2,46,49,13,52,13,53,14,49,41,30,46,32,38,65,1,2,87,8,64,42,41,53,31,41,42,57,14,8,54,57,30,32,43,2,54,49,30,50,14,41,13,42,2,49,1,32,31,8,38,2,43,2,87,8,30,2,31,8,42,64,1,32,2,2,38,8,45,8,43,8,2,31,37,41,37,42,14,2,63,2,53,8,14,52,1,0.0
51,38,29,62,7,94,62,29,34,54,8,84,53,36,66,25,54,33,37,34,57,1,60,1,24,38,56,27,53,35,33,51,10,84,42,47,16,81,55,33,83,24,22,68,47,41,86,8,57,31,23,56,60,26,0,71,61,1,25,9,48,32,66,7,55,31,36,44,58,31,19,70,86,7,46,40,0,94,92,5,37,44,10,45,65,26,0,95,48,37,24,45,94,1,93,1,0,0,87,1,50,1,10,70,10,56,23,56,86,1,60,8,66,8,0,28,38,28,48,33,49,27,0,46,49,8,56,8,56,8,46,36,24,45,24,34,67,1,0,85,10,70,37,38,56,27,36,38,60,8,10,56,59,27,24,38,0,57,49,27,49,8,38,8,39,2,49,1,25,28,10,34,0,39,0,84,10,28,1,29,10,38,66,1,25,2,0,35,10,45,10,38,11,2,24,34,37,34,38,9,0,70,0,56,11,9,56,1,1.0
43,53,38,57,29,93,58,38,39,57,32,64,44,51,60,34,44,40,39,40,45,1,55,0,37,50,44,34,44,50,38,56,31,63,41,56,37,61,54,49,63,32,38,58,42,54,64,30,55,39,38,57,55,34,2,58,56,0,38,31,41,39,60,30,44,39,38,53,54,39,37,57,64,30,41,53,1,93,94,29,39,54,32,54,60,33,2,94,42,51,37,53,95,0,94,0,1,0,65,0,42,1,31,57,31,56,37,56,64,0,55,30,60,30,1,34,38,34,42,40,42,35,2,54,41,30,44,30,44,31,41,50,38,54,38,40,61,0,2,64,32,58,39,51,44,35,38,50,55,30,32,57,55,34,38,51,2,57,41,34,42,31,38,30,39,1,41,0,38,35,32,40,2,51,1,63,31,34,2,35,31,50,60,0,38,1,2,40,31,53,32,51,32,1,37,39,38,39,39,31,1,57,1,56,32,31,44,0,1.0
48,41,35,60,10,88,58,34,37,51,11,83,52,37,61,31,53,35,40,37,54,0,58,0,27,41,53,32,52,39,36,53,12,82,39,49,20,80,56,36,70,28,24,66,42,45,74,19,57,35,25,53,58,32,6,68,59,0,28,21,46,36,62,20,53,36,38,47,57,35,26,67,74,20,44,44,5,89,94,16,39,46,12,49,62,31,6,90,45,40,26,48,95,0,94,0,4,0,75,0,47,0,12,67,12,54,26,54,74,0,58,20,62,20,5,32,40,32,46,36,46,32,6,49,46,20,53,20,53,20,46,39,27,47,28,37,63,0,6,83,11,68,40,41,53,32,40,40,58,20,11,55,58,32,28,41,6,55,46,32,46,20,40,20,41,1,46,0,28,33,13,37,6,42,5,82,12,32,6,33,12,41,62,0,28,1,6,37,12,48,13,42,13,1,27,36,40,36,40,21,5,67,5,54,13,21,53,0,0.0
47,47,47,55,14,86,61,44,47,48,19,74,48,47,64,31,48,45,48,45,48,5,50,4,35,47,47,30,47,47,47,47,17,74,47,47,31,68,50,47,68,27,36,58,47,47,70,24,51,45,36,48,51,31,8,60,51,5,36,25,47,44,64,24,47,44,47,47,50,44,35,56,70,23,47,47,7,87,88,22,47,48,21,48,63,30,7,88,48,47,35,47,91,4,90,4,6,2,71,4,48,5,20,59,20,47,35,47,70,4,50,24,64,25,7,30,47,30,48,45,48,31,8,48,47,24,47,24,48,25,47,47,36,48,36,45,65,5,7,75,21,59,48,48,48,31,47,47,51,25,21,48,50,30,36,48,8,48,47,30,48,25,47,24,48,5,47,4,36,31,21,45,8,48,7,74,20,30,8,31,20,47,64,4,36,5,8,45,20,47,21,48,21,5,35,44,47,44,48,25,7,59,7,47,21,25,47,4,0.0
44,51,39,56,22,94,65,32,41,55,27,69,45,49,66,28,45,34,41,34,46,13,61,13,38,49,45,28,45,49,40,54,26,68,43,53,38,64,60,48,72,27,39,57,43,52,74,21,61,33,39,55,61,28,1,57,62,13,39,22,43,33,66,21,45,33,40,51,61,33,38,56,73,21,43,51,0,94,81,20,41,52,27,52,66,28,1,95,44,50,38,51,82,13,82,13,0,12,74,13,44,13,26,56,26,54,38,54,73,13,61,21,67,21,0,28,40,28,44,34,44,29,1,52,43,21,45,21,46,22,43,49,39,52,39,34,67,13,1,69,27,57,41,50,45,29,40,49,62,21,27,55,61,28,39,50,1,55,43,28,44,22,40,21,41,13,43,13,39,29,27,34,1,50,0,68,26,28,1,29,26,49,66,13,39,13,1,34,26,51,27,50,27,13,38,33,40,33,41,22,0,56,0,54,27,22,45,13,0.0
47,53,38,58,17,92,62,35,38,57,20,76,50,45,64,30,51,38,39,38,51,3,57,2,34,44,50,30,49,44,38,56,19,75,39,56,32,73,55,41,72,28,35,61,41,54,75,19,57,37,35,57,57,31,3,61,58,3,35,20,40,37,64,19,49,37,38,54,56,36,34,60,74,18,40,54,2,92,91,16,39,55,20,55,63,29,3,93,41,45,34,54,93,2,92,1,2,1,76,2,41,3,19,60,19,56,34,56,75,2,57,19,64,19,2,30,38,30,41,38,41,31,3,55,40,19,50,19,51,20,40,44,35,55,35,38,65,2,3,76,20,61,39,45,51,31,38,44,57,20,20,57,57,29,35,45,3,57,40,30,41,20,38,19,39,3,40,2,35,31,20,38,3,45,2,75,19,30,3,31,19,44,64,2,35,3,3,38,19,54,20,45,20,3,34,37,38,37,39,20,2,60,2,56,20,20,50,2,1.0
44,51,36,59,18,91,64,30,39,55,21,72,45,51,67,25,45,35,39,35,45,9,60,8,33,50,44,27,44,50,38,55,22,72,41,54,31,68,56,50,76,24,32,60,43,53,79,15,58,35,34,55,60,28,2,62,61,9,34,16,42,34,66,15,44,34,38,52,59,34,32,61,78,14,42,52,2,92,85,12,39,53,23,53,66,26,2,93,43,51,33,52,87,8,86,7,1,7,80,8,43,9,22,61,22,56,33,56,79,7,60,15,67,15,2,27,38,27,43,35,43,28,3,53,42,15,44,15,45,16,42,50,34,53,34,35,68,8,2,73,21,61,39,51,45,28,38,50,60,16,23,56,60,27,34,51,3,57,42,27,43,16,38,15,39,9,42,8,34,28,23,35,3,51,2,72,22,27,3,28,22,50,67,8,34,9,3,35,22,52,23,51,23,9,33,34,38,34,39,16,2,61,2,56,23,16,44,8,0.0
51,45,34,62,7,92,66,30,38,56,10,84,53,42,70,24,53,34,39,34,53,3,61,2,26,42,52,25,52,41,38,53,11,82,45,52,20,79,58,41,80,22,26,67,47,47,84,12,60,34,27,57,62,26,2,69,62,3,27,12,47,33,69,11,52,33,38,47,60,33,23,68,83,11,46,47,0,93,92,8,38,48,12,48,69,24,2,94,48,42,26,47,93,3,92,2,0,2,84,3,48,3,11,68,11,56,26,56,83,2,61,11,70,12,1,25,38,25,48,34,48,26,2,48,47,11,52,11,53,12,47,42,27,48,27,34,70,3,2,84,12,69,39,43,53,26,38,42,62,12,12,57,61,25,27,43,2,57,47,25,48,12,38,11,39,3,47,2,27,26,12,34,2,43,1,83,11,25,2,26,11,42,69,2,27,3,2,34,11,47,12,43,12,3,26,33,38,33,39,12,1,68,1,56,12,12,52,2,0.0
40,57,34,63,25,83,57,44,36,60,27,69,41,54,58,36,42,48,36,48,42,1,47,0,30,53,41,36,40,53,35,59,26,68,37,58,29,67,44,52,73,35,31,65,38,58,79,15,47,47,31,60,47,37,9,65,48,1,31,16,37,47,58,15,41,47,35,57,47,46,30,64,79,15,37,57,8,86,94,9,36,58,27,58,58,36,9,87,38,54,30,57,95,0,94,0,5,0,80,0,38,1,26,64,26,59,30,59,79,0,47,15,58,15,8,36,35,36,38,48,38,37,9,58,37,15,41,15,42,16,37,53,31,58,31,48,59,0,9,69,27,65,36,54,42,37,35,53,47,16,27,60,47,36,31,54,9,60,37,36,38,16,35,15,36,1,37,0,31,37,27,48,9,54,8,68,26,36,9,37,26,53,58,0,31,1,9,48,26,57,27,54,27,1,30,47,35,47,36,16,8,64,8,59,27,16,41,0,0.0
50,42,35,58,15,90,65,29,38,55,19,76,54,38,66,28,54,30,39,31,55,7,64,7,32,40,54,28,54,38,37,54,18,76,42,53,28,73,63,36,67,27,31,63,45,47,69,25,64,30,32,57,64,28,3,63,65,7,33,26,47,30,66,25,54,30,38,46,63,30,30,62,69,25,45,46,2,92,84,23,39,47,19,48,66,27,2,93,47,41,32,47,88,7,87,7,0,4,70,7,48,8,18,62,18,56,31,56,69,7,64,25,66,25,2,28,38,28,47,31,47,29,3,48,47,25,54,25,54,25,47,40,33,48,33,31,67,7,3,77,19,63,39,41,54,28,38,40,64,25,19,57,64,28,33,41,3,57,47,28,47,26,38,25,39,8,47,7,33,29,19,31,3,41,2,76,18,28,3,29,18,40,66,7,33,8,3,31,18,47,19,41,19,8,32,30,38,30,39,26,2,62,2,56,19,26,54,7,0.0
47,48,38,62,23,87,55,39,39,56,26,68,48,45,56,38,49,40,39,41,50,0,54,0,31,45,49,38,49,44,39,55,25,68,42,54,30,65,53,43,58,37,32,63,44,50,61,34,54,39,32,56,54,38,6,64,55,0,32,35,44,40,56,34,49,40,39,50,53,40,31,62,60,34,43,50,5,89,95,32,39,51,27,51,56,37,5,90,44,45,31,50,95,0,95,0,3,0,61,0,45,0,26,63,26,55,31,55,60,0,54,34,57,34,5,38,39,38,44,40,44,38,6,51,44,34,49,34,50,34,44,45,32,51,32,41,57,0,5,69,27,63,39,46,49,38,39,45,55,34,27,56,54,38,32,46,6,56,44,38,45,34,39,34,40,0,44,0,32,39,27,41,6,46,5,68,26,38,6,39,26,45,56,0,32,0,6,41,26,50,27,46,27,0,31,40,39,40,40,35,5,63,5,55,27,35,49,0,0.0
45,51,20,79,2,92,81,12,24,66,4,90,53,38,85,6,54,21,28,21,56,2,73,1,10,39,55,9,52,38,23,66,2,89,31,58,5,88,64,29,90,5,10,84,36,53,91,3,70,19,10,66,74,8,1,85,74,2,11,4,37,21,85,3,55,21,28,57,71,18,10,82,90,3,36,52,0,93,92,2,28,57,4,57,85,7,1,94,37,39,10,57,94,1,93,0,0,0,92,2,38,2,4,83,4,66,10,66,91,1,73,3,86,4,1,9,28,9,37,21,38,9,1,58,37,3,55,3,56,4,37,39,10,57,10,21,86,2,1,91,4,84,28,39,56,9,28,39,74,4,4,66,73,9,10,39,1,67,37,9,38,4,28,3,29,2,37,1,11,9,4,21,1,40,0,90,4,9,2,10,4,39,85,1,11,2,1,22,4,57,4,39,5,2,10,21,28,21,29,4,1,84,1,66,5,4,55,1,0.0
42,54,36,62,12,87,58,38,38,57,17,73,44,51,62,32,45,43,38,43,45,1,52,0,28,50,44,32,44,50,37,57,17,74,40,56,24,68,48,48,76,28,28,64,41,55,78,16,52,42,29,58,53,33,5,67,53,1,29,17,40,42,62,16,44,42,37,54,52,42,28,64,78,16,40,54,3,90,94,14,38,55,20,55,62,32,2,91,41,51,28,54,95,0,94,0,1,0,79,0,41,1,19,66,19,57,28,57,78,0,52,16,62,17,4,32,37,32,41,43,41,33,5,55,40,16,44,16,45,17,40,50,29,55,29,43,63,1,3,76,20,65,38,51,45,33,37,50,53,17,20,58,52,32,29,51,5,58,40,32,41,17,37,16,38,1,40,0,29,33,20,43,5,51,4,75,19,32,5,33,19,50,62,0,29,1,5,43,19,54,20,51,20,1,28,42,37,42,38,17,4,66,4,57,20,17,44,0,0.0
37,58,34,61,23,87,62,39,34,61,26,68,39,57,66,28,39,45,35,45,39,4,50,3,32,56,38,28,37,56,34,60,26,68,34,60,31,65,45,55,75,24,33,62,36,59,79,15,50,45,33,61,50,29,6,63,51,4,33,16,35,44,66,15,38,44,34,59,50,43,32,62,79,14,35,59,5,89,90,11,35,60,27,60,65,28,5,90,36,57,32,59,92,3,91,3,3,2,80,3,36,4,26,62,26,60,32,60,79,3,50,15,66,15,5,28,34,28,36,45,36,29,6,60,35,15,38,15,39,16,35,56,33,60,33,45,67,3,5,69,27,62,35,57,39,29,34,56,50,16,27,61,50,28,33,57,6,61,35,28,36,16,34,15,35,4,35,3,33,29,27,45,6,57,5,68,26,28,6,29,26,56,66,3,33,4,6,45,26,59,27,57,27,4,32,44,34,44,35,16,5,62,5,60,27,16,38,3,1.0
51,45,33,55,5,94,57,39,39,51,11,83,52,43,62,32,52,41,40,41,53,1,54,0,31,42,52,32,52,42,36,51,10,83,43,49,23,77,53,41,76,27,27,63,47,48,81,13,54,40,31,56,54,32,1,64,55,1,32,14,46,40,62,13,52,40,39,46,54,40,27,62,81,13,46,45,0,94,94,8,40,48,12,49,62,32,0,95,47,43,31,47,95,0,94,0,0,0,82,1,47,1,10,63,10,55,29,54,81,0,54,13,63,13,0,32,39,32,47,41,47,33,1,49,46,13,52,13,53,14,46,42,32,49,32,41,63,1,1,84,12,64,40,43,52,33,39,42,55,13,12,56,54,32,32,43,1,56,46,32,47,14,39,13,40,1,46,0,32,33,12,41,1,43,0,83,11,32,1,33,11,42,62,0,32,1,1,41,11,48,12,43,12,1,31,40,39,40,40,14,0,63,0,55,12,14,52,0,0.0
48,48,35,58,13,93,63,29,36,58,17,77,52,38,65,25,52,32,37,33,55,4,62,4,34,40,54,28,53,40,35,57,18,76,38,57,32,71,59,34,79,25,34,59,40,52,81,11,59,30,35,58,61,26,1,61,63,4,35,13,42,32,66,12,53,32,36,51,61,31,33,60,82,11,42,51,1,94,88,9,37,53,19,53,65,27,1,94,42,41,34,52,91,3,90,4,0,2,83,4,43,5,18,60,18,58,33,58,82,4,62,12,66,11,1,28,36,28,42,33,42,29,1,53,42,12,54,12,54,12,42,40,35,53,35,33,67,4,1,77,18,61,37,41,53,28,36,40,62,11,19,59,62,27,35,41,1,59,42,28,42,13,36,12,37,5,42,4,35,29,19,33,1,41,1,76,18,28,1,29,18,40,66,4,35,5,1,33,18,52,19,41,19,5,34,32,36,32,37,13,1,60,1,58,19,13,54,4,0.0
47,48,42,52,22,94,58,46,43,52,25,68,48,48,60,36,48,47,43,47,48,5,48,4,39,47,47,35,47,47,42,52,24,68,46,52,36,64,48,47,70,34,39,54,47,49,72,23,49,47,40,53,49,36,1,56,49,5,40,23,46,46,59,22,47,46,42,48,48,46,39,53,72,22,46,48,0,94,89,20,43,49,27,49,59,35,0,95,47,48,39,48,91,4,90,4,0,3,73,5,47,5,26,55,26,52,39,52,72,4,48,22,60,23,0,35,42,35,47,47,47,36,1,49,46,22,47,22,48,23,46,47,40,49,40,47,60,5,0,69,27,55,43,48,48,36,42,47,49,23,27,53,48,35,40,48,1,53,46,35,47,23,42,22,43,5,46,4,40,36,27,47,1,48,0,68,26,35,1,36,26,47,59,4,40,5,1,47,26,48,27,48,27,5,39,46,42,46,43,23,0,55,0,52,27,23,47,4,0.0
50,40,34,62,16,88,62,33,36,56,19,75,52,38,64,30,53,35,38,36,54,4,58,4,30,41,53,30,53,40,37,55,20,75,44,52,27,71,55,38,66,28,29,64,46,43,68,26,58,35,29,56,58,30,4,65,59,4,29,26,49,36,64,26,53,36,38,44,57,36,29,65,68,25,48,44,4,91,88,24,36,45,19,46,63,29,4,91,48,39,30,45,91,4,90,4,1,2,69,4,50,4,20,65,20,56,29,56,68,4,58,26,64,26,4,30,38,30,49,35,49,30,4,46,49,26,53,26,53,26,49,41,29,45,29,36,65,4,4,75,19,65,37,41,53,30,38,41,58,26,19,57,58,30,29,41,4,57,49,30,49,26,38,26,39,4,49,4,29,30,19,37,4,42,4,75,20,30,4,31,20,41,64,4,30,4,4,37,20,45,19,42,20,5,30,36,38,36,38,26,4,65,4,56,19,27,53,4,0.0
